EntityNumber,ActivityGroup,NaceVersion,NaceCode,Classification
0212.234.812,6,2008,84115,MAIN
0212.235.307,6,2008,84115,MAIN
0212.235.505,6,2008,84115,MAIN
0212.235.604,6,2008,84115,MAIN
0212.235.604,1,2008,84115,MAIN
0212.235.604,1,2008,68203,SECO
0212.235.604,1,2003,75115,MAIN
0212.235.604,1,2003,70203,SECO
0212.235.703,6,2008,84115,MAIN
0212.236.097,6,2008,84115,MAIN
0212.236.196,6,2008,84115,MAIN
0212.236.493,6,2008,84115,MAIN
0212.236.889,6,2008,84115,MAIN
0212.237.186,6,2008,84115,MAIN
0212.237.186,1,2008,56102,MAIN
0212.237.285,6,2008,84115,MAIN
0212.237.285,1,2008,84115,MAIN
0212.237.285,1,2003,75115,MAIN
0212.237.483,6,2008,84115,MAIN
0212.238.374,6,2008,84115,MAIN
0212.238.473,6,2008,84115,MAIN
0212.238.473,1,2008,63990,MAIN
0212.238.869,6,2008,84115,MAIN
0212.239.166,6,2008,84115,MAIN
0212.239.760,6,2008,84115,MAIN
0212.239.859,6,2008,84115,MAIN
0212.239.958,6,2008,84115,MAIN
0212.240.057,6,2008,84115,MAIN
0212.240.552,6,2008,84115,MAIN
0212.240.651,6,2008,84115,MAIN
0212.240.651,1,2008,84115,MAIN
0212.240.948,6,2008,84115,MAIN
0212.241.047,6,2008,84115,MAIN
0212.241.047,1,2008,84115,MAIN
0212.241.047,1,2003,75115,MAIN
0212.241.542,6,2008,84115,MAIN
0212.241.542,1,2008,84115,MAIN
0212.241.542,1,2008,88999,SECO
0212.241.641,6,2008,84115,MAIN
0212.241.740,6,2008,84115,MAIN
0212.242.037,6,2008,84115,MAIN
0212.242.235,6,2008,84115,MAIN
0212.242.433,6,2008,84115,MAIN
0212.242.730,6,2008,84115,MAIN
0212.242.730,1,2008,96099,MAIN
0212.242.730,1,2003,93053,MAIN
0212.242.829,6,2008,84115,MAIN
0212.242.829,1,2008,68203,MAIN
0212.242.829,1,2003,70203,MAIN
0212.242.928,6,2008,84115,MAIN
0212.243.225,6,2008,84115,MAIN
0212.243.423,6,2008,84115,MAIN
0212.243.423,1,2008,84115,MAIN
0212.243.423,1,2008,56290,SECO
0212.243.522,6,2008,84115,MAIN
0212.243.522,1,2008,84115,MAIN
0212.243.621,6,2008,84115,MAIN
0212.243.720,6,2008,84115,MAIN
0212.243.720,1,2008,84115,MAIN
0212.243.720,1,2008,88911,SECO
0212.243.720,1,2003,85315,MAIN
0212.244.215,6,2008,84115,MAIN
0212.244.809,6,2008,84115,MAIN
0212.245.007,6,2008,84115,MAIN
0212.245.007,1,2008,88996,MAIN
0212.245.106,6,2008,84115,MAIN
0212.245.205,6,2008,84115,MAIN
0212.245.797,6,2008,84115,MAIN
0212.245.995,6,2008,84115,MAIN
0212.246.094,6,2008,84115,MAIN
0212.246.292,6,2008,84115,MAIN
0212.246.787,6,2008,84115,MAIN
0212.246.886,6,2008,84115,MAIN
0212.247.183,6,2008,84115,MAIN
0212.247.282,6,2008,84115,MAIN
0212.247.282,1,2008,84115,MAIN
0212.247.381,6,2008,84115,MAIN
0212.247.579,6,2008,84115,MAIN
0212.247.777,6,2008,84115,MAIN
0212.248.074,6,2008,84115,MAIN
0212.248.074,1,2008,84115,MAIN
0212.248.074,1,2008,87909,SECO
0212.248.173,6,2008,84115,MAIN
0212.252.133,6,2008,84115,MAIN
0212.254.608,6,2008,84115,MAIN
0212.255.695,6,2008,84115,MAIN
0212.255.992,6,2008,84115,MAIN
0212.256.883,6,2008,84115,MAIN
0212.261.239,6,2008,84115,MAIN
0212.263.714,6,2008,84115,MAIN
0212.266.682,6,2008,84115,MAIN
0212.267.474,6,2008,84115,MAIN
0212.267.573,6,2008,84115,MAIN
0212.267.969,6,2008,84115,MAIN
0212.270.345,6,2008,84115,MAIN
0212.270.939,6,2008,84115,MAIN
0212.271.533,6,2008,84115,MAIN
0212.275.194,6,2008,84115,MAIN
0212.277.372,6,2008,84115,MAIN
0212.282.322,6,2008,84115,MAIN
0212.282.520,6,2008,84115,MAIN
0212.284.795,6,2008,84115,MAIN
0212.289.349,6,2008,84115,MAIN
0212.294.990,6,2008,84115,MAIN
0212.296.475,6,2008,84115,MAIN
0212.302.712,6,2008,84115,MAIN
0212.308.056,6,2008,84115,MAIN
0212.308.056,1,2008,84115,MAIN
0212.308.056,1,2008,2200,SECO
0212.315.281,6,2008,84115,MAIN
0212.316.865,6,2008,84115,MAIN
0212.318.053,6,2008,84115,MAIN
0212.318.152,6,2008,84115,MAIN
0212.321.023,6,2008,84115,MAIN
0212.321.716,6,2008,84115,MAIN
0212.327.555,6,2008,84115,MAIN
0212.329.535,6,2008,84115,MAIN
0212.330.822,6,2008,84115,MAIN
0212.334.483,6,2008,84115,MAIN
0212.334.582,6,2008,84115,MAIN
0212.335.869,6,2008,84115,MAIN
0212.343.391,6,2008,84115,MAIN
0212.343.985,6,2008,84115,MAIN
0212.344.084,6,2008,84115,MAIN
0212.344.183,6,2008,84115,MAIN
0212.344.282,6,2008,84115,MAIN
0212.344.480,6,2008,84115,MAIN
0212.344.678,6,2008,84115,MAIN
0212.344.876,6,2008,84115,MAIN
0212.344.876,1,2008,84115,MAIN
0212.344.876,1,2003,75115,MAIN
0212.345.173,6,2008,84115,MAIN
0212.345.767,6,2008,84115,MAIN
0212.345.767,1,2008,84115,MAIN
0212.345.767,1,2008,88999,SECO
0212.345.866,6,2008,84115,MAIN
0212.346.460,6,2008,84115,MAIN
0212.346.460,1,2008,84115,MAIN
0212.346.559,6,2008,84115,MAIN
0212.346.757,6,2008,84115,MAIN
0212.346.856,6,2008,84115,MAIN
0212.346.955,6,2008,84115,MAIN
0212.346.955,1,2008,52210,MAIN
0212.346.955,1,2003,85323,MAIN
0212.347.054,6,2008,84115,MAIN
0212.347.153,6,2008,84115,MAIN
0212.347.252,6,2008,84115,MAIN
0212.347.351,6,2008,84115,MAIN
0212.347.450,6,2008,84115,MAIN
0212.347.549,6,2008,84115,MAIN
0212.347.648,6,2008,84115,MAIN
0212.347.648,1,2008,84115,MAIN
0212.347.648,1,2008,87101,SECO
0212.347.747,6,2008,84115,MAIN
0212.347.846,6,2008,84115,MAIN
0212.347.945,6,2008,84115,MAIN
0212.348.044,6,2008,84115,MAIN
0212.348.143,6,2008,84115,MAIN
0212.348.143,1,2008,68203,MAIN
0212.348.242,6,2008,84115,MAIN
0212.348.341,6,2008,84115,MAIN
0212.348.440,6,2008,84115,MAIN
0212.348.638,6,2008,84115,MAIN
0212.348.638,1,2008,96012,MAIN
0212.349.133,6,2008,84115,MAIN
0212.349.133,1,2008,81300,MAIN
0212.349.133,1,2008,2200,SECO
0212.349.133,1,2008,96012,SECO
0212.349.430,6,2008,84115,MAIN
0212.349.925,6,2008,84115,MAIN
0212.350.519,6,2008,84115,MAIN
0212.350.717,6,2008,84115,MAIN
0212.351.212,6,2008,84115,MAIN
0212.351.410,6,2008,84115,MAIN
0212.351.410,1,2008,41101,MAIN
0212.351.410,1,2003,70111,MAIN
0212.351.707,6,2008,84115,MAIN
0212.351.806,6,2008,84115,MAIN
0212.351.806,1,2008,47792,MAIN
0212.351.806,1,2008,47511,SECO
0212.351.806,1,2008,47711,SECO
0212.351.806,1,2008,47712,SECO
0212.352.301,6,2008,84115,MAIN
0212.352.301,1,2008,84115,MAIN
0212.352.301,1,2008,96012,SECO
0212.352.301,1,2008,96099,SECO
0212.352.497,6,2008,84115,MAIN
0212.352.596,6,2008,84115,MAIN
0212.352.794,6,2008,84115,MAIN
0212.353.091,6,2008,84115,MAIN
0212.353.091,1,2008,47792,MAIN
0212.353.091,1,2008,47793,SECO
0212.353.091,1,2008,56210,SECO
0212.353.091,1,2008,56290,SECO
0212.353.091,1,2008,96012,SECO
0212.353.289,6,2008,84115,MAIN
0212.353.388,6,2008,84115,MAIN
0212.353.487,6,2008,84115,MAIN
0212.354.081,6,2008,84115,MAIN
0212.354.180,6,2008,84115,MAIN
0212.354.279,6,2008,84115,MAIN
0212.354.774,6,2008,84115,MAIN
0212.354.774,1,2008,84115,MAIN
0212.354.774,1,2008,1130,SECO
0212.354.774,1,2008,88999,SECO
0212.354.873,6,2008,84115,MAIN
0212.355.962,6,2008,84115,MAIN
0212.356.358,6,2008,84115,MAIN
0212.356.952,6,2008,84115,MAIN
0212.357.249,6,2008,84115,MAIN
0212.357.348,6,2008,84115,MAIN
0212.357.348,1,2008,84115,MAIN
0212.357.348,1,2003,75115,MAIN
0212.357.942,6,2008,84115,MAIN
0212.358.140,6,2008,84115,MAIN
0212.358.536,6,2008,84115,MAIN
0212.358.536,1,2008,1471,MAIN
0212.358.536,1,2008,1130,SECO
0212.358.536,1,2008,96099,SECO
0212.358.536,1,2003,1241,MAIN
0212.358.536,1,2003,1121,SECO
0212.358.536,1,2003,93053,SECO
0212.358.833,6,2008,84115,MAIN
0212.358.932,6,2008,84115,MAIN
0212.359.130,6,2008,84115,MAIN
0212.359.427,6,2008,84115,MAIN
0212.359.625,6,2008,84115,MAIN
0212.359.823,6,2008,84115,MAIN
0212.360.120,6,2008,84115,MAIN
0212.360.318,6,2008,84115,MAIN
0212.360.417,6,2008,84115,MAIN
0212.360.516,6,2008,84115,MAIN
0212.360.516,1,2008,84115,MAIN
0212.360.516,1,2003,55301,MAIN
0212.360.516,1,2003,55302,SECO
0212.360.714,6,2008,84115,MAIN
0212.360.912,6,2008,84115,MAIN
0212.361.605,6,2008,84115,MAIN
0212.362.001,6,2008,84115,MAIN
0212.362.197,6,2008,84115,MAIN
0212.362.593,6,2008,84115,MAIN
0212.363.484,6,2008,84115,MAIN
0212.363.682,6,2008,84115,MAIN
0212.363.979,6,2008,84115,MAIN
0212.364.078,6,2008,84115,MAIN
0212.364.375,6,2008,84115,MAIN
0212.364.474,6,2008,84115,MAIN
0212.365.068,6,2008,84115,MAIN
0212.365.167,6,2008,84115,MAIN
0212.365.365,6,2008,84115,MAIN
0212.365.464,6,2008,84115,MAIN
0212.365.860,6,2008,84115,MAIN
0212.366.058,6,2008,84115,MAIN
0212.366.355,6,2008,84115,MAIN
0212.366.355,1,2008,56102,MAIN
0212.366.355,1,2008,49390,SECO
0212.366.652,6,2008,84115,MAIN
0212.366.751,6,2008,84115,MAIN
0212.366.751,1,2008,88999,MAIN
0212.366.751,1,2008,87301,SECO
0212.366.949,6,2008,84115,MAIN
0212.367.246,6,2008,84115,MAIN
0212.367.444,6,2008,84115,MAIN
0212.367.444,1,2008,84115,MAIN
0212.367.840,6,2008,84115,MAIN
0212.367.939,6,2008,84115,MAIN
0212.368.137,6,2008,84115,MAIN
0212.368.137,1,2008,81300,MAIN
0212.368.137,1,2008,47792,SECO
0212.368.137,1,2008,47793,SECO
0212.368.434,6,2008,84115,MAIN
0212.368.632,6,2008,84115,MAIN
0212.368.632,1,2008,84115,MAIN
0212.368.632,1,2008,49390,SECO
0212.368.632,1,2008,95290,SECO
0212.368.632,1,2008,96012,SECO
0212.368.929,6,2008,84115,MAIN
0212.371.206,6,2008,84115,MAIN
0212.371.305,6,2008,84115,MAIN
0212.371.503,6,2008,84115,MAIN
0212.372.293,6,2008,84115,MAIN
0212.372.392,6,2008,84115,MAIN
0212.372.491,6,2008,84115,MAIN
0212.372.590,6,2008,84115,MAIN
0212.372.689,6,2008,84115,MAIN
0212.372.689,1,2008,96012,MAIN
0212.372.689,1,2008,84115,SECO
0212.372.788,6,2008,84115,MAIN
0212.372.986,6,2008,84115,MAIN
0212.373.184,6,2008,84115,MAIN
0212.373.580,6,2008,84115,MAIN
0212.373.580,1,2008,47210,MAIN
0212.373.580,1,2008,96012,SECO
0212.373.877,6,2008,84115,MAIN
0212.374.273,6,2008,84115,MAIN
0212.374.372,6,2008,84115,MAIN
0212.375.065,6,2008,84115,MAIN
0212.390.012,6,2008,84115,MAIN
0212.390.705,6,2008,84115,MAIN
0212.390.705,1,2008,47793,MAIN
0212.391.002,6,2008,84115,MAIN
0212.391.891,6,2008,84115,MAIN
0212.391.891,1,2008,86101,MAIN
0212.391.891,1,2008,56101,SECO
0212.391.891,1,2003,85110,MAIN
0212.519.476,6,2008,84120,MAIN
0212.519.476,6,2003,75120,MAIN
0212.704.370,1,2008,35110,MAIN
0212.704.370,1,2008,35220,SECO
0212.704.370,1,2008,37000,SECO
0212.704.370,1,2003,40110,MAIN
0212.704.370,1,2003,40220,SECO
0213.327.744,6,2008,84115,MAIN
0213.349.124,6,2008,38110,MAIN
0213.349.124,1,2008,70100,MAIN
0213.349.124,1,2008,41101,SECO
0213.349.124,1,2008,41102,SECO
0213.349.124,1,2008,68203,SECO
0213.349.124,1,2008,84119,SECO
0213.349.124,1,2003,75140,MAIN
0213.384.063,6,2008,38110,MAIN
0213.384.063,1,2008,38219,MAIN
0213.384.063,1,2003,90021,MAIN
0213.809.081,6,2008,38219,MAIN
0213.809.081,1,2008,38110,MAIN
0213.809.081,1,2008,38219,SECO
0213.809.081,1,2008,41102,SECO
0213.809.081,1,2008,43999,SECO
0213.809.081,1,2008,49410,SECO
0213.809.081,1,2008,52210,SECO
0213.809.081,1,2008,62010,SECO
0213.809.081,1,2008,62020,SECO
0213.809.081,1,2008,71113,SECO
0213.809.081,1,2003,90021,MAIN
0213.877.575,6,2008,38219,MAIN
0213.877.575,1,2008,96099,MAIN
0213.877.575,1,2008,38219,SECO
0213.877.575,1,2008,38222,SECO
0213.877.575,1,2003,93053,MAIN
0213.877.575,1,2003,90021,SECO
0213.877.575,1,2003,90022,SECO
0213.894.205,6,2008,38219,MAIN
0213.894.205,1,2008,38219,MAIN
0213.894.205,1,2003,90021,MAIN
0213.897.173,6,2008,38110,MAIN
0213.897.173,1,2008,38219,MAIN
0213.897.173,1,2003,90021,MAIN
0214.014.167,6,2008,38110,MAIN
0214.014.167,1,2008,38219,MAIN
0214.014.167,1,2003,90021,MAIN
0214.015.751,6,2008,38213,MAIN
0214.015.751,1,2008,38219,MAIN
0214.015.751,1,2008,36000,SECO
0214.015.751,1,2003,90021,MAIN
0214.015.751,1,2003,41000,SECO
0214.150.363,6,2008,84130,MAIN
0214.150.363,6,2003,75130,MAIN
0214.181.047,6,2008,84130,MAIN
0214.181.047,6,2003,75130,MAIN
0214.182.730,6,2008,84130,MAIN
0214.182.730,6,2003,75130,MAIN
0214.184.215,6,2008,84130,MAIN
0214.184.215,6,2003,75130,MAIN
0214.184.413,6,2008,84130,MAIN
0214.184.413,6,2003,75130,MAIN
0214.185.106,6,2008,84130,MAIN
0214.185.106,6,2003,75130,MAIN
0214.185.403,6,2008,84130,MAIN
0214.185.403,6,2003,75130,MAIN
0214.185.797,6,2008,84130,MAIN
0214.185.797,6,2003,75130,MAIN
0214.185.896,6,2008,84130,MAIN
0214.185.896,6,2003,75130,MAIN
0214.186.094,6,2008,84130,MAIN
0214.186.094,6,2003,75130,MAIN
0214.186.292,6,2008,84130,MAIN
0214.186.292,6,2003,75130,MAIN
0214.186.391,6,2008,84130,MAIN
0214.186.391,6,2003,75130,MAIN
0214.187.282,6,2008,84130,MAIN
0214.187.282,6,2003,75130,MAIN
0214.187.678,6,2008,84130,MAIN
0214.187.678,6,2003,75130,MAIN
0214.188.668,6,2008,84130,MAIN
0214.188.668,6,2003,75130,MAIN
0214.188.767,6,2008,84130,MAIN
0214.188.767,6,2003,75130,MAIN
0214.189.163,6,2008,84130,MAIN
0214.189.163,6,2003,75130,MAIN
0214.189.460,6,2008,84130,MAIN
0214.189.460,6,2003,75130,MAIN
0214.189.658,6,2008,84130,MAIN
0214.189.658,6,2003,75130,MAIN
0214.189.757,6,2008,84130,MAIN
0214.189.757,6,2003,75130,MAIN
0214.189.856,6,2008,84130,MAIN
0214.189.856,6,2003,75130,MAIN
0214.192.628,6,2008,84130,MAIN
0214.192.628,6,2003,75130,MAIN
0214.192.727,6,2008,84130,MAIN
0214.192.727,6,2003,75130,MAIN
0214.193.519,6,2008,84130,MAIN
0214.193.519,6,2003,75130,MAIN
0214.193.717,6,2008,84130,MAIN
0214.193.717,6,2003,75130,MAIN
0214.194.113,6,2008,84130,MAIN
0214.194.113,6,2003,75130,MAIN
0214.194.311,6,2008,84130,MAIN
0214.194.311,6,2003,75130,MAIN
0214.195.794,6,2008,84130,MAIN
0214.196.091,6,2008,84130,MAIN
0214.196.091,6,2003,75130,MAIN
0214.196.190,6,2008,84130,MAIN
0214.196.190,6,2003,75130,MAIN
0214.211.236,6,2008,84130,MAIN
0214.211.236,6,2003,75130,MAIN
0214.227.963,6,2008,84130,MAIN
0214.227.963,6,2003,75130,MAIN
0214.335.950,1,2008,41101,MAIN
0214.335.950,1,2003,70111,MAIN
0214.533.712,6,2008,38110,MAIN
0214.533.712,1,2008,38110,MAIN
0214.533.712,1,2008,38219,SECO
0214.533.712,1,2003,90021,MAIN
0214.533.712,1,2003,40110,SECO
0214.567.166,6,2008,86101,MAIN
0214.567.166,1,2008,86109,MAIN
0214.567.166,1,2008,86101,SECO
0214.567.166,1,2003,85110,MAIN
0214.596.464,6,2008,53100,MAIN
0214.596.464,1,2008,53100,MAIN
0214.596.464,1,2003,64110,MAIN
0214.596.464,6,2003,64110,MAIN
0214.732.561,6,2008,94993,MAIN
0214.753.050,6,2008,38219,MAIN
0214.753.050,1,2008,38219,MAIN
0214.753.050,1,2008,35110,SECO
0214.753.050,1,2003,90021,MAIN
0214.753.050,1,2003,40110,SECO
0214.981.001,6,2008,38213,MAIN
0214.981.001,1,2008,38219,MAIN
0214.981.001,1,2003,90021,MAIN
0215.102.448,6,2008,84130,MAIN
0215.102.448,6,2003,75130,MAIN
0215.180.741,6,2008,94910,MAIN
0215.180.741,6,2003,91310,MAIN
0215.266.160,1,2008,35130,MAIN
0215.266.160,1,2008,25300,SECO
0215.266.160,1,2008,35110,SECO
0215.266.160,1,2008,35220,SECO
0215.266.160,1,2008,42220,SECO
0215.266.160,1,2008,43211,SECO
0215.266.160,1,2008,71111,SECO
0215.266.160,1,2003,45215,MAIN
0215.266.160,1,2003,28300,SECO
0215.266.160,1,2003,40110,SECO
0215.266.160,1,2003,40220,SECO
0215.266.160,1,2003,45310,SECO
0215.266.160,1,2003,74201,SECO
0215.362.368,1,2008,35130,MAIN
0215.362.368,1,2008,25300,SECO
0215.362.368,1,2008,35110,SECO
0215.362.368,1,2008,35220,SECO
0215.362.368,1,2008,42220,SECO
0215.362.368,1,2008,43211,SECO
0215.362.368,1,2008,71111,SECO
0215.362.368,1,2003,45215,MAIN
0215.362.368,1,2003,28300,SECO
0215.362.368,1,2003,40110,SECO
0215.362.368,1,2003,40220,SECO
0215.362.368,1,2003,45310,SECO
0215.362.368,1,2003,74201,SECO
0215.984.554,6,2008,84130,MAIN
0215.984.554,1,2008,41201,MAIN
0215.984.554,1,2003,45211,MAIN
0216.173.309,6,2008,52220,MAIN
0216.173.309,1,2008,52220,MAIN
0216.173.309,1,2003,63220,MAIN
0216.173.309,6,2003,63220,MAIN
0216.377.108,6,2008,86101,MAIN
0216.377.108,1,2008,86101,MAIN
0216.377.108,1,2008,87101,SECO
0216.377.108,1,2008,87301,SECO
0216.377.108,1,2008,87901,SECO
0216.377.108,1,2008,88911,SECO
0216.377.108,1,2008,88994,SECO
0216.377.108,1,2003,93012,MAIN
0216.377.108,1,2003,52470,SECO
0216.377.108,1,2003,55301,SECO
0216.379.185,6,2008,84114,MAIN
0216.379.185,1,2008,84114,MAIN
0216.689.189,6,2008,84114,MAIN
0216.689.288,6,2008,84115,MAIN
0216.689.387,6,2008,84114,MAIN
0216.689.486,6,2008,84115,MAIN
0216.689.486,1,2008,96099,MAIN
0216.689.585,6,2008,84114,MAIN
0216.689.684,6,2008,84115,MAIN
0216.689.783,6,2008,84114,MAIN
0216.689.882,6,2008,84115,MAIN
0216.689.981,6,2008,84114,MAIN
0216.690.080,6,2008,84115,MAIN
0216.690.179,6,2008,84114,MAIN
0216.690.278,6,2008,84115,MAIN
0216.690.377,6,2008,84114,MAIN
0216.690.476,6,2008,84115,MAIN
0216.690.575,6,2008,84114,MAIN
0216.690.674,6,2008,84115,MAIN
0216.690.773,6,2008,84114,MAIN
0216.690.872,6,2008,84115,MAIN
0216.690.971,6,2008,84114,MAIN
0216.690.971,1,2008,47781,MAIN
0216.691.070,6,2008,84115,MAIN
0216.691.169,6,2008,84114,MAIN
0216.691.169,1,2008,84114,MAIN
0216.691.169,1,2008,85203,SECO
0216.691.268,6,2008,84115,MAIN
0216.691.367,6,2008,84114,MAIN
0216.691.466,6,2008,84115,MAIN
0216.691.565,6,2008,84114,MAIN
0216.691.664,6,2008,84115,MAIN
0216.691.664,1,2008,47112,MAIN
0216.691.664,1,2008,84115,SECO
0216.691.763,6,2008,84114,MAIN
0216.691.862,6,2008,84115,MAIN
0216.691.961,6,2008,84114,MAIN
0216.692.060,6,2008,84115,MAIN
0216.692.159,6,2008,84114,MAIN
0216.692.159,1,2008,2100,MAIN
0216.692.159,1,2003,2011,MAIN
0216.692.258,6,2008,84115,MAIN
0216.692.357,6,2008,84114,MAIN
0216.692.357,1,2008,2100,MAIN
0216.692.357,1,2003,2011,MAIN
0216.692.456,6,2008,84115,MAIN
0216.692.555,6,2008,84114,MAIN
0216.692.654,6,2008,84115,MAIN
0216.692.753,6,2008,84114,MAIN
0216.692.753,1,2008,2100,MAIN
0216.692.753,1,2003,2011,MAIN
0216.692.852,6,2008,84115,MAIN
0216.692.951,6,2008,84114,MAIN
0216.692.951,1,2008,84114,MAIN
0216.692.951,1,2003,75114,MAIN
0216.693.050,6,2008,84115,MAIN
0216.693.149,6,2008,84114,MAIN
0216.693.248,6,2008,84115,MAIN
0216.693.347,6,2008,84114,MAIN
0216.693.347,1,2008,84114,MAIN
0216.693.446,6,2008,84115,MAIN
0216.693.545,6,2008,84114,MAIN
0216.693.545,1,2008,84114,MAIN
0216.693.644,6,2008,84115,MAIN
0216.693.743,6,2008,84114,MAIN
0216.693.743,1,2008,84114,MAIN
0216.693.842,6,2008,84115,MAIN
0216.693.941,6,2008,84114,MAIN
0216.694.040,6,2008,84115,MAIN
0216.694.139,6,2008,84114,MAIN
0216.694.238,6,2008,84115,MAIN
0216.694.337,6,2008,84114,MAIN
0216.694.337,1,2008,84114,MAIN
0216.694.436,6,2008,84115,MAIN
0216.694.535,6,2008,84114,MAIN
0216.694.634,6,2008,84115,MAIN
0216.694.733,6,2008,84114,MAIN
0216.694.832,6,2008,84115,MAIN
0216.694.931,6,2008,84114,MAIN
0216.694.931,1,2008,36000,MAIN
0216.694.931,1,2008,46732,SECO
0216.694.931,1,2003,41000,MAIN
0216.694.931,1,2003,51531,SECO
0216.695.030,6,2008,84115,MAIN
0216.695.030,1,2008,2100,MAIN
0216.695.030,1,2003,2011,MAIN
0216.695.129,6,2008,84114,MAIN
0216.695.228,6,2008,84115,MAIN
0216.695.327,6,2008,84114,MAIN
0216.695.426,6,2008,84115,MAIN
0216.695.525,6,2008,84114,MAIN
0216.695.525,1,2008,84114,MAIN
0216.695.525,1,2008,2200,SECO
0216.695.525,1,2008,35140,SECO
0216.695.525,1,2008,36000,SECO
0216.695.525,1,2008,88911,SECO
0216.695.525,1,2003,41000,MAIN
0216.695.525,1,2003,2011,SECO
0216.695.624,6,2008,84115,MAIN
0216.695.723,6,2008,84114,MAIN
0216.695.723,1,2008,84114,MAIN
0216.695.723,1,2008,2200,SECO
0216.695.822,6,2008,84115,MAIN
0216.695.921,6,2008,84114,MAIN
0216.695.921,1,2008,84114,MAIN
0216.695.921,1,2008,2200,SECO
0216.695.921,1,2008,36000,SECO
0216.695.921,1,2008,37000,SECO
0216.695.921,1,2008,88911,SECO
0216.695.921,1,2003,41000,MAIN
0216.696.020,6,2008,84115,MAIN
0216.696.119,6,2008,84114,MAIN
0216.696.119,1,2008,84114,MAIN
0216.696.119,1,2008,36000,SECO
0216.696.119,1,2008,82300,SECO
0216.696.119,1,2003,41000,MAIN
0216.696.218,6,2008,84115,MAIN
0216.696.317,6,2008,84114,MAIN
0216.696.317,1,2008,84114,MAIN
0216.696.317,1,2008,2200,SECO
0216.696.317,1,2008,36000,SECO
0216.696.317,1,2008,56309,SECO
0216.696.317,1,2008,93110,SECO
0216.696.317,1,2003,41000,MAIN
0216.696.317,1,2003,2020,SECO
0216.696.416,6,2008,84115,MAIN
0216.696.515,6,2008,84114,MAIN
0216.696.515,1,2008,84114,MAIN
0216.696.515,1,2008,36000,SECO
0216.696.515,1,2008,42212,SECO
0216.696.515,1,2008,46732,SECO
0216.696.515,1,2003,41000,MAIN
0216.696.614,6,2008,84115,MAIN
0216.696.713,6,2008,84114,MAIN
0216.696.713,1,2008,55300,MAIN
0216.696.713,1,2003,55220,MAIN
0216.696.812,6,2008,84115,MAIN
0216.696.911,6,2008,84114,MAIN
0216.696.911,1,2008,36000,MAIN
0216.696.911,1,2008,2100,SECO
0216.696.911,1,2003,41000,MAIN
0216.696.911,1,2003,2011,SECO
0216.697.010,6,2008,84115,MAIN
0216.697.109,6,2008,84114,MAIN
0216.697.109,1,2008,84114,MAIN
0216.697.109,1,2003,75114,MAIN
0216.697.208,6,2008,84115,MAIN
0216.697.307,6,2008,84114,MAIN
0216.697.406,6,2008,84115,MAIN
0216.697.505,6,2008,84114,MAIN
0216.697.505,1,2008,46732,MAIN
0216.697.505,1,2008,35110,SECO
0216.697.505,1,2008,55900,SECO
0216.697.604,6,2008,84115,MAIN
0216.697.604,1,2008,84115,MAIN
0216.697.604,1,2008,88999,SECO
0216.697.703,6,2008,84114,MAIN
0216.697.802,6,2008,84114,MAIN
0216.697.901,6,2008,84115,MAIN
0216.720.368,6,2008,84115,MAIN
0216.754.517,6,2008,84130,MAIN
0216.754.913,6,2008,84130,MAIN
0216.755.012,6,2008,84130,MAIN
0216.755.012,6,2003,75130,MAIN
0216.761.742,6,2008,84114,MAIN
0216.761.742,1,2008,35140,MAIN
0216.761.742,1,2003,40130,MAIN
0216.761.841,6,2008,84115,MAIN
0216.769.066,6,2008,84114,MAIN
0216.769.066,1,2008,35110,MAIN
0216.769.066,1,2008,68203,SECO
0216.769.066,1,2003,90010,MAIN
0216.769.165,6,2008,84115,MAIN
0216.769.264,6,2008,84114,MAIN
0216.769.363,6,2008,84115,MAIN
0216.769.462,6,2008,84114,MAIN
0216.769.462,1,2008,84114,MAIN
0216.769.462,1,2008,64910,SECO
0216.769.561,6,2008,84115,MAIN
0216.769.660,6,2008,84114,MAIN
0216.769.759,6,2008,84115,MAIN
0216.769.858,6,2008,84114,MAIN
0216.769.858,1,2008,37000,MAIN
0216.769.858,1,2003,90010,MAIN
0216.769.957,6,2008,84115,MAIN
0216.770.056,6,2008,84114,MAIN
0216.770.056,1,2008,37000,MAIN
0216.770.056,1,2003,90010,MAIN
0216.770.155,6,2008,84115,MAIN
0216.770.254,6,2008,84114,MAIN
0216.770.254,1,2008,82990,MAIN
0216.770.254,1,2003,90010,MAIN
0216.770.353,6,2008,84115,MAIN
0216.770.452,6,2008,84114,MAIN
0216.770.551,6,2008,84115,MAIN
0216.770.650,6,2008,84114,MAIN
0216.770.650,1,2008,37000,MAIN
0216.770.650,1,2003,90010,MAIN
0216.770.749,6,2008,84115,MAIN
0216.770.848,6,2008,84114,MAIN
0216.770.848,1,2008,79901,MAIN
0216.770.848,1,2008,35140,SECO
0216.770.848,1,2003,55401,MAIN
0216.770.947,6,2008,84115,MAIN
0216.771.046,6,2008,84114,MAIN
0216.771.046,1,2008,68203,MAIN
0216.771.046,1,2008,37000,SECO
0216.771.046,1,2008,56301,SECO
0216.771.046,1,2003,70203,MAIN
0216.771.046,1,2003,90010,SECO
0216.771.145,6,2008,84115,MAIN
0216.771.244,6,2008,84114,MAIN
0216.771.244,1,2008,88999,MAIN
0216.771.244,1,2003,85323,MAIN
0216.771.343,6,2008,84115,MAIN
