EstablishmentNumber,StartDate,EnterpriseNumber
2.005.161.927,01-02-1962,0400.623.856
2.005.162.125,01-12-1962,0400.615.245
2.005.162.224,01-06-1951,0402.897.517
2.005.164.204,01-01-1971,0407.651.804
2.005.166.479,01-12-1970,0407.627.256
2.005.167.271,01-01-1971,0520.608.601
2.005.169.251,26-05-1994,0401.425.194
2.005.170.142,01-01-1971,0407.632.996
2.005.172.023,01-04-1971,0616.941.180
2.005.172.122,01-01-1971,0615.027.510
2.005.172.518,01-01-1971,0711.150.154
2.005.173.508,01-02-1971,0642.329.347
2.005.173.607,01-12-1993,0642.329.347
2.005.173.706,01-12-1970,0407.716.140
2.005.175.387,01-01-1971,0516.126.310
2.005.175.486,01-01-1971,0407.689.713
2.005.175.882,01-06-1962,0403.706.179
2.005.176.476,01-01-1971,0593.439.466
2.005.176.971,01-01-1971,0407.688.426
2.005.178.060,01-01-1971,0407.680.409
2.005.178.258,01-01-1971,0407.740.686
2.005.179.446,01-01-1939,0400.779.848
2.005.179.842,01-03-1960,0403.665.795
2.005.180.040,01-11-1960,0400.792.914
2.005.180.832,01-02-1946,0403.661.441
2.005.181.030,01-05-1922,0403.740.625
2.005.181.129,01-03-1958,0404.074.185
2.005.181.426,01-11-1951,0403.113.192
2.005.182.416,01-11-1962,0400.398.380
2.005.183.010,01-06-1952,0403.246.618
2.005.183.208,01-10-1958,0403.075.184
2.005.183.406,01-06-1954,0403.506.340
2.005.186.770,15-11-1989,0407.814.229
2.005.186.869,01-01-1971,0407.677.835
2.005.188.651,01-03-1921,0403.716.869
2.005.190.928,28-03-1991,0403.131.901
2.005.191.522,01-10-1970,0407.239.850
2.005.192.017,01-11-1970,0407.611.222
2.005.192.215,15-01-1997,0407.212.235
2.005.194.985,13-06-1991,0649.038.876
2.005.196.173,01-03-1938,0402.954.232
2.005.198.351,01-12-1963,0405.137.326
2.005.198.450,01-01-1964,0405.137.425
2.005.198.549,01-01-1962,0405.163.258
2.005.199.935,01-05-1948,0425.029.056
2.005.200.034,01-01-1960,0401.519.226
2.005.200.133,01-12-1946,0401.638.101
2.005.200.232,01-01-1946,0401.153.002
2.005.200.529,01-11-1963,0401.211.992
2.005.200.628,01-04-1973,0403.266.909
2.005.200.925,01-01-1950,0403.266.909
2.005.201.024,01-01-1950,0403.266.909
2.005.201.123,01-01-1950,0403.266.909
2.005.202.014,01-01-1971,0613.540.539
2.005.203.004,01-01-1971,0407.739.302
2.005.203.497,01-01-1971,0407.267.366
2.005.203.596,01-01-1971,0407.702.480
2.005.203.794,01-03-1957,0405.175.037
2.005.203.992,01-04-1964,0403.585.128
2.005.204.190,01-06-1929,0402.495.560
2.005.204.586,01-03-1964,0776.083.736
2.005.204.685,01-03-1971,0776.083.736
2.005.206.071,01-12-1970,0407.715.843
2.005.206.665,01-11-1970,0406.651.615
2.005.207.259,01-06-1992,0403.263.345
2.005.207.556,01-01-1971,0407.627.355
2.005.208.051,01-12-1970,0407.563.910
2.005.208.150,01-11-1970,0407.546.785
2.005.208.348,01-02-1971,0551.282.474
2.005.209.338,01-02-1952,0404.035.286
2.005.209.932,01-03-1957,0404.116.549
2.005.210.229,01-12-1958,0403.700.835
2.005.211.021,01-07-1958,0403.488.722
2.005.211.714,01-03-1950,0402.973.929
2.005.212.110,01-03-1950,0400.549.424
2.005.212.209,01-03-1961,0405.910.158
2.005.213.197,01-05-1948,0401.931.673
2.005.213.593,01-10-1952,0403.444.675
2.005.213.692,01-12-1970,0403.444.675
2.005.215.969,01-08-1962,0403.989.063
2.005.216.365,01-10-1947,0403.468.134
2.005.217.157,01-08-1958,0404.669.152
2.005.217.751,01-11-1958,0404.035.583
2.005.217.850,01-01-1957,0401.901.781
2.005.217.949,03-02-2000,0401.901.781
2.005.218.048,01-11-1949,0405.738.429
2.005.219.038,01-11-1963,0403.707.862
2.005.219.137,01-07-1948,0403.750.127
2.005.219.929,01-01-1963,0405.106.345
2.005.220.325,01-01-1971,0407.819.078
2.005.220.820,01-01-1971,0405.676.170
2.005.221.018,01-02-1971,0643.046.355
2.005.222.206,01-11-1970,0407.239.949
2.005.222.503,01-12-1970,0407.708.222
2.005.222.996,01-03-1971,0703.295.134
2.005.223.194,01-12-1970,0407.687.436
2.005.225.867,01-10-1970,0407.217.183
2.005.227.847,01-10-1970,0407.547.478
2.005.228.342,01-02-1971,0407.716.734
2.005.228.540,01-03-1963,0406.160.774
2.005.229.035,14-05-2002,0407.736.134
2.005.229.431,01-05-1970,0407.576.974
2.005.229.827,01-01-1971,0641.086.658
2.005.229.926,01-03-1971,0407.568.165
2.005.230.916,01-12-1970,0637.102.928
2.005.231.609,05-08-1998,0706.904.524
2.005.231.906,01-02-1971,0637.094.713
2.005.232.302,01-07-1957,0403.755.471
2.005.232.597,01-01-1964,0403.750.721
2.005.232.993,01-01-1954,0400.312.268
2.005.234.874,01-11-1970,0407.732.075
2.005.236.062,01-02-1971,0407.738.906
2.005.237.250,01-11-1970,0407.670.709
2.005.237.745,01-12-1970,0407.717.130
2.005.240.319,01-02-1971,0604.518.846
2.005.240.517,01-12-1970,0407.733.956
2.005.241.804,01-01-1971,0407.627.652
2.005.242.002,28-08-1970,0407.563.019
2.005.242.891,01-01-1971,0608.861.080
2.005.244.970,03-11-1991,0407.202.931
2.005.245.168,01-03-1960,0405.693.788
2.005.245.267,01-09-1952,0401.907.721
2.005.245.366,01-05-1953,0402.143.093
2.005.245.465,01-05-1928,0403.062.219
2.005.247.049,01-08-1956,0403.736.071
2.005.247.247,01-02-1959,0404.667.766
2.005.247.445,01-01-1956,0403.749.731
2.005.247.544,01-04-1919,0403.708.951
2.005.248.336,01-03-1963,0405.151.182
2.005.248.534,01-03-1957,0401.080.647
2.005.248.831,05-05-1998,0405.117.332
2.005.248.930,01-09-1962,0405.117.332
2.005.250.019,01-11-1941,0405.184.440
2.005.250.118,01-03-1971,0408.080.780
2.005.250.217,01-03-1971,0408.080.780
2.005.250.910,01-10-1960,0403.690.541
2.005.251.801,01-10-1920,0404.130.506
2.005.252.195,01-11-1948,0740.526.506
2.005.252.888,01-07-1959,0401.969.978
2.005.253.086,01-08-1954,0400.715.710
2.005.253.383,01-02-1962,0403.423.394
2.005.253.581,01-05-1962,0401.449.445
2.005.254.571,01-09-1957,0404.246.213
2.005.254.967,01-01-1964,0404.416.358
2.005.256.650,01-01-1971,0407.828.184
2.005.257.442,01-01-1971,0407.708.123
2.005.260.412,01-01-1971,0407.033.972
2.005.260.907,01-01-1986,0882.083.653
2.005.261.105,01-01-1971,0407.826.701
2.005.262.291,01-02-1971,0407.578.360
2.005.263.776,01-01-1971,0407.651.705
2.005.263.875,01-02-1971,0407.549.359
2.005.264.766,24-10-1995,0407.820.266
2.005.264.964,01-05-1971,0407.819.474
2.005.266.152,01-01-1954,0405.875.912
2.005.267.241,19-12-1970,0407.683.080
2.005.267.439,01-01-1971,0407.649.527
2.005.267.835,01-05-1974,0620.718.341
2.005.268.231,01-02-1971,0620.744.768
2.005.268.726,01-01-1971,0407.858.967
2.005.269.419,01-02-1971,0612.506.302
2.005.269.518,01-06-1974,0612.506.302
2.005.269.815,01-06-1970,0407.167.990
2.005.270.409,01-07-1970,0407.234.803
2.005.271.102,01-08-1970,0407.247.372
2.005.271.496,01-02-1971,0407.910.536
2.005.272.387,01-01-1950,0401.981.955
2.005.272.783,01-08-1945,0401.830.814
2.005.273.575,01-08-1959,0400.257.929
2.005.273.872,01-01-1934,0400.226.255
2.005.274.367,01-12-1970,0400.219.426
2.005.274.565,11-03-1997,0460.030.814
2.005.274.862,01-01-1958,0403.783.878
2.005.276.545,01-11-1970,0407.554.210
2.005.277.634,01-08-1947,0403.716.572
2.005.278.822,01-01-1961,0403.857.619
2.005.278.921,01-12-1952,0403.744.187
2.005.279.119,01-02-1961,0403.662.233
2.005.279.317,01-03-1937,0403.695.885
2.005.279.713,01-03-1964,0403.823.866
2.005.279.812,01-06-1931,0403.864.151
2.005.280.307,01-05-1963,0403.720.136
2.005.280.406,01-02-1954,0403.704.595
2.005.280.703,01-07-1925,0403.725.876
2.005.281.295,01-05-1958,0405.784.157
2.005.281.790,01-01-1964,0403.755.966
2.005.283.869,01-06-1961,0402.517.435
2.005.284.364,01-11-1949,0403.479.220
2.005.284.463,01-08-1954,0403.411.419
2.005.286.047,01-11-1958,0716.663.615
2.005.286.146,01-11-1958,0716.663.615
2.005.287.730,20-11-1970,0716.663.615
2.005.287.928,09-11-1999,0716.663.615
2.005.288.225,01-10-1959,0404.191.773
2.005.288.324,01-02-1971,0718.061.801
2.005.288.522,28-08-1986,0407.705.153
2.005.288.819,01-03-1971,0717.045.675
2.005.288.918,01-02-1971,0718.014.091
2.005.289.413,01-02-1971,0610.042.797
2.005.289.512,01-02-1971,0626.472.223
2.005.290.007,01-02-1971,0621.616.283
2.005.290.403,01-03-1971,0407.826.996
2.005.290.896,01-02-1971,0517.623.276
2.005.290.995,01-02-1971,0513.459.897
2.005.291.985,01-02-1971,0407.741.478
2.005.292.084,01-01-1971,0407.908.358
2.005.292.480,14-02-1989,0646.410.869
2.005.293.371,01-01-1971,0407.903.905
2.005.293.668,01-01-1971,0407.864.709
2.005.293.767,17-05-1995,0407.864.709
2.005.294.262,29-10-1997,0636.137.282
2.005.295.351,01-01-1971,0407.675.063
2.005.296.935,01-02-1971,0532.885.633
2.005.297.430,01-02-1971,0406.850.167
2.005.297.727,01-01-1971,0407.868.865
2.005.298.222,01-12-1970,0407.827.293
2.005.298.717,01-02-1971,0407.911.625
2.005.299.014,01-01-1971,0405.767.232
2.005.300.103,01-03-1958,0402.960.170
2.005.300.695,01-12-1970,0407.705.450
2.005.301.685,01-01-1971,0407.940.131
2.005.302.279,01-01-1971,0407.819.573
2.005.302.774,01-01-1981,0595.788.450
2.005.303.863,01-02-1971,0751.203.137
2.005.304.952,01-02-1971,0607.384.801
2.005.306.437,01-01-1971,0407.925.085
2.005.306.932,01-02-1971,0660.228.916
2.005.307.724,01-02-1970,0407.084.155
2.005.308.219,01-01-1977,0614.794.413
2.005.308.318,01-08-1981,0614.794.413
2.005.308.714,01-10-1936,0406.352.893
2.005.309.407,01-01-1960,0405.573.727
2.005.309.506,01-06-1964,0405.471.579
2.005.310.791,01-04-1933,0403.998.664
2.005.310.890,01-01-1956,0400.870.316
2.005.314.157,23-01-1996,0403.102.997
2.005.314.949,01-02-1971,0407.865.895
2.005.315.840,01-02-1971,0407.941.319
2.005.316.632,01-03-1971,0407.903.311
2.005.317.226,01-05-1961,0400.898.723
2.005.317.325,01-01-1963,0403.924.034
2.005.317.622,01-01-1954,0402.045.105
2.005.317.820,01-01-1961,0403.924.133
2.005.317.919,01-01-1953,0402.421.326
2.005.318.117,01-05-1937,0403.347.279
2.005.318.216,01-01-1946,0405.757.433
2.005.319.701,01-04-1946,0402.391.731
2.005.319.897,01-07-1963,0402.391.731
2.005.320.293,01-04-1954,0403.315.112
2.005.321.382,03-09-1987,0538.323.076
2.005.321.976,01-03-1971,0602.937.845
2.005.322.075,06-06-1978,0754.133.626
2.005.322.174,01-08-1985,0754.133.626
2.005.322.372,18-09-1990,0724.321.764
2.005.322.570,18-12-1996,0724.321.764
2.005.323.263,01-01-1971,0407.819.375
2.005.323.659,01-02-1971,0524.249.465
2.005.323.758,01-12-1970,0407.706.638
2.005.323.956,01-03-1971,0527.541.131
2.005.324.253,01-01-1971,0521.265.726
2.005.325.243,01-11-1970,0400.283.960
2.005.325.441,01-06-1937,0403.992.231
2.005.325.639,01-04-1959,0400.873.086
2.005.326.134,01-03-1907,0403.858.906
2.005.326.233,01-04-1960,0404.707.754
2.005.326.827,01-02-1947,0403.853.461
2.005.327.322,01-12-1949,0404.280.459
2.005.327.421,01-01-1964,0403.736.566
2.005.328.312,01-11-1961,0403.699.251
2.005.329.795,01-06-1955,0401.662.746
2.005.329.894,01-06-1953,0401.648.096
2.005.330.290,01-01-1971,0407.899.054
2.005.331.874,01-01-1971,0407.687.238
2.005.332.171,01-02-1971,0407.649.131
2.005.332.270,01-01-1971,0407.709.311
2.005.332.666,01-07-1970,0407.211.245
2.005.332.864,01-12-1970,0407.903.410
2.005.334.151,01-02-1971,0878.362.219
2.005.334.646,01-01-1971,0407.550.745
2.005.335.042,01-01-1908,0405.100.308
2.005.335.141,01-08-1963,0405.015.580
2.005.335.537,01-04-1947,0405.260.555
2.005.335.735,20-12-2001,0405.130.792
2.005.335.933,04-05-1992,0405.221.458
2.005.337.022,01-02-1959,0402.767.853
2.005.337.220,01-02-1952,0405.817.910
2.005.337.418,01-01-1961,0405.155.142
2.005.337.814,01-07-1955,0400.575.752
2.005.337.913,01-07-1971,0594.883.380
2.005.338.804,01-12-1958,0403.184.854
2.005.339.002,01-10-1953,0400.388.284
2.005.339.594,01-05-1954,0405.655.285
2.005.339.792,01-08-1937,0402.997.386
2.005.339.990,01-03-1956,0405.769.410
2.005.340.089,01-07-1952,0402.619.185
2.005.340.584,01-07-1954,0402.201.689
2.005.340.683,01-10-1953,0403.341.341
2.005.341.178,01-03-1954,0402.094.593
2.005.341.277,01-04-1902,0402.654.324
2.005.341.376,01-08-1953,0403.366.976
2.005.345.336,01-10-1946,0400.692.251
2.005.346.425,09-10-2001,0403.858.312
2.005.349.195,09-01-1989,0435.776.755
2.005.349.591,01-04-1934,0404.889.282
2.005.349.690,01-01-1906,0404.889.282
2.005.349.987,01-10-1952,0404.796.440
2.005.350.581,01-03-1952,0405.603.916
2.005.350.977,01-12-1940,0402.517.039
2.005.351.274,01-01-1952,0401.267.224
2.005.351.472,01-12-1930,0402.502.983
2.005.352.264,01-02-1971,0407.944.485
2.005.352.363,01-03-1971,0512.215.626
2.005.353.947,01-02-1971,0408.065.637
2.005.356.422,01-03-1971,0531.768.747
2.005.357.610,01-11-1970,0407.427.120
2.005.358.796,17-01-1991,0780.058.756
2.005.358.994,01-01-1971,0407.910.833
2.005.359.093,01-03-1971,0407.862.828
2.005.359.489,01-05-1957,0403.348.566
2.005.360.182,01-12-1970,0407.704.262
2.005.360.677,01-04-1971,0407.968.043
2.005.361.073,01-10-1970,0407.562.227
2.005.361.667,12-07-1976,0518.455.201
2.005.362.360,30-11-1990,0400.136.282
2.005.362.756,01-01-1971,0407.908.655
2.005.362.954,01-03-1971,0591.931.117
2.005.363.152,01-03-1971,0646.097.105
2.005.364.043,26-04-2002,0407.937.854
2.005.365.231,01-03-1971,0512.828.706
2.005.366.815,01-01-1971,0407.853.821
2.005.369.486,01-12-1970,0407.937.557
2.005.369.585,01-12-1970,0407.937.557
2.005.370.476,02-01-1981,0595.915.342
2.005.370.674,21-03-2001,0622.885.795
2.005.370.971,01-01-1971,0408.150.561
2.005.371.169,01-03-1971,0750.262.831
2.005.372.456,01-12-1970,0403.985.697
2.005.372.555,01-03-1971,0602.551.132
2.005.373.446,01-10-1970,0407.900.044
2.005.374.436,01-02-1961,0405.156.033
2.005.374.832,10-10-1988,0405.093.774
2.005.375.030,01-04-1963,0405.093.774
2.005.375.129,29-12-2000,0405.093.774
2.005.375.426,01-08-1953,0400.731.942
2.005.375.624,01-04-1960,0400.710.760
2.005.375.723,01-08-1952,0405.293.219
2.005.375.822,01-10-1948,0405.304.206
2.005.376.119,05-12-1959,0400.960.188
2.005.376.218,27-01-1998,0400.960.188
2.005.376.317,01-06-1971,0601.501.057
2.005.376.614,14-06-1995,0404.992.222
2.005.376.713,01-01-1948,0404.616.001
2.005.378.691,01-01-1946,0403.715.483
2.005.378.790,15-04-1947,0404.069.138
2.005.378.988,01-10-1972,0407.890.443
2.005.379.087,01-12-1953,0404.066.960
2.005.379.483,01-12-1960,0404.065.475
2.005.379.681,01-05-1962,0404.060.725
2.005.379.780,01-05-1947,0404.032.219
2.005.380.671,01-09-1949,0403.352.031
2.005.380.770,01-12-1934,0402.249.102
2.005.381.265,01-07-1948,0402.002.246
2.005.381.760,01-03-1950,0402.963.536
2.005.381.958,01-01-1971,0408.053.957
2.005.382.354,01-12-1970,0407.901.232
2.005.382.453,01-01-1971,0407.939.735
2.005.382.552,01-01-1971,0407.939.735
2.005.382.651,01-08-1969,0532.726.473
2.005.382.750,01-01-1971,0407.928.946
2.005.384.136,24-01-1996,0702.187.453
2.005.384.235,01-12-1970,0407.688.921
2.005.384.631,01-12-1970,0407.707.034
2.005.385.126,01-02-1960,0404.009.156
2.005.385.918,01-01-1962,0400.866.059
2.005.386.512,01-10-1953,0403.022.924
2.005.386.710,01-05-1955,0405.968.853
2.005.387.304,01-04-1948,0400.470.834
2.005.390.767,01-02-1971,0704.020.159
2.005.390.866,01-02-1971,0704.079.250
2.005.390.965,01-01-1971,0704.076.280
2.005.391.856,01-12-1970,0530.601.777
2.005.391.955,01-12-1970,0704.084.002
2.005.392.549,01-12-1970,0704.063.612
2.005.392.846,01-01-1971,0674.150.196
2.005.392.945,25-05-1988,0522.322.828
2.005.393.044,01-03-1971,0522.322.828
2.005.393.143,01-07-1923,0405.514.141
2.005.393.836,01-01-1971,0530.597.522
2.005.393.935,16-10-1984,0680.096.197
2.005.394.034,09-09-1987,0569.648.336
2.005.394.133,01-08-1970,0569.648.336
2.005.395.222,01-01-1971,0576.649.855
2.005.395.321,01-01-1971,0637.109.658
2.005.395.816,01-10-1990,0641.410.223
2.005.396.410,16-11-1990,0408.083.849
2.005.397.004,01-01-1971,0637.095.901
2.005.400.467,01-01-1971,0407.919.147
2.005.401.655,01-03-1971,0408.056.927
2.005.401.952,01-12-1970,0407.686.347
2.005.403.932,01-01-1971,0407.976.951
2.005.404.328,01-03-1971,0407.685.357
2.005.404.427,01-11-1970,0407.925.481
2.005.404.526,01-12-1970,0407.925.382
2.005.404.823,22-06-1982,0402.500.015
2.005.405.021,01-04-1950,0404.268.482
2.005.405.120,01-01-1955,0404.279.766
2.005.405.318,01-04-1964,0404.016.777
2.005.405.417,01-06-1965,0404.996.081
2.005.405.516,01-09-1932,0403.717.562
2.005.405.615,01-11-1960,0404.297.978
2.005.405.714,01-08-1947,0403.830.301
2.005.406.308,01-12-1936,0404.273.927
2.005.406.605,06-04-1995,0404.272.739
2.005.406.803,01-01-1954,0406.035.763
2.005.406.902,20-07-1979,0406.035.763
2.005.407.001,01-12-1945,0402.122.012
2.005.407.494,01-06-1953,0401.837.742
2.005.407.593,01-12-1953,0400.746.095
2.005.407.692,01-03-1963,0400.295.343
2.005.408.187,01-07-1977,0400.296.531
2.005.409.573,01-09-1948,0401.388.770
2.005.409.771,01-05-1955,0401.699.962
2.005.410.365,01-07-1961,0401.769.149
2.005.410.464,01-07-1961,0401.769.149
2.005.410.563,01-01-1962,0401.769.149
2.005.410.662,01-07-1961,0401.769.149
2.005.410.761,01-04-1964,0402.753.995
2.005.411.355,01-07-1961,0405.504.144
2.005.411.751,28-12-1970,0407.902.519
2.005.414.721,01-12-1970,0407.904.794
2.005.416.206,13-10-2000,0616.786.673
2.005.416.897,01-04-1980,0682.058.666
2.005.419.075,01-03-1971,0580.852.529
2.005.419.174,01-03-1971,0580.852.529
2.005.419.966,01-01-1971,0407.582.914
2.005.420.857,26-07-2002,0407.910.041
2.005.421.154,02-04-1971,0528.716.118
2.005.421.253,01-03-1971,0407.861.937
2.005.421.451,01-07-1963,0401.870.307
2.005.421.550,01-09-1962,0405.941.238
2.005.423.134,01-10-1954,0400.430.945
2.005.423.332,01-12-1954,0403.230.780
2.005.423.431,01-08-1949,0405.692.602
2.005.423.926,01-01-1953,0403.471.203
2.005.424.025,01-01-1960,0401.905.147
2.005.424.817,01-04-1955,0401.348.485
2.005.425.807,01-01-1971,0407.974.971
2.005.426.795,01-03-1971,0407.818.583
2.005.427.686,01-02-1971,0407.708.618
2.005.427.785,01-01-1971,0407.818.682
2.005.428.775,01-03-1971,0585.655.415
2.005.428.874,01-02-1971,0738.283.232
2.005.429.072,01-01-1971,0585.160.814
2.005.429.369,01-03-1971,0408.126.807
2.005.429.963,01-02-1971,0407.851.742
2.005.431.448,01-12-1970,0407.815.120
2.005.431.844,01-12-1970,0407.968.142
2.005.433.626,01-09-1960,0406.045.859
2.005.434.418,01-01-1940,0404.026.477
2.005.434.814,01-02-1956,0405.512.062
2.005.435.903,01-05-1960,0405.497.216
2.005.437.089,01-03-1971,0513.994.585
2.005.438.178,01-03-1971,0513.992.310
2.005.438.277,01-02-1971,0407.650.022
2.005.438.673,01-03-1971,0408.066.132
2.005.438.772,01-01-1971,0407.928.451
2.005.439.465,07-10-1996,0688.054.751
2.005.439.663,01-01-1971,0407.907.269
2.005.439.861,01-01-1971,0408.060.390
2.005.441.445,01-07-1955,0401.772.713
2.005.442.534,01-07-1956,0401.658.984
2.005.442.930,11-09-1992,0403.409.439
2.005.443.920,01-12-1947,0404.247.203
2.005.444.019,01-01-1960,0402.342.142
2.005.444.514,01-02-1948,0407.663.680
2.005.445.108,01-01-1963,0403.930.665
2.005.445.405,01-03-1952,0403.730.628
2.005.446.294,01-10-1970,0407.728.414
2.005.446.591,01-01-1971,0407.719.506
2.005.446.987,01-01-1971,0407.980.317
2.005.447.482,01-11-1970,0407.966.855
2.005.448.571,01-12-1970,0407.614.388
2.005.448.868,01-04-1971,0408.086.324
2.005.449.363,01-01-1971,0407.735.045
2.005.450.650,01-02-1971,0614.772.043
2.005.450.749,01-04-1971,0654.119.696
2.005.450.848,01-04-1983,0654.119.696
2.005.451.046,01-04-1971,0660.425.488
2.005.452.135,07-09-1988,0606.340.664
2.005.453.224,01-03-1971,0640.114.678
2.005.453.719,01-12-1970,0405.198.296
2.005.453.818,01-04-1964,0405.198.296
2.005.453.917,05-12-1983,0405.266.295
2.005.454.115,05-10-1965,0405.266.295
2.005.454.214,16-04-1956,0405.266.295
2.005.454.313,06-01-1958,0405.266.295
2.005.454.412,26-01-1955,0405.266.295
2.005.454.511,15-10-1968,0405.266.295
2.005.454.610,01-04-1953,0405.266.295
2.005.454.709,08-02-1960,0405.266.295
2.005.456.093,01-09-1970,0401.277.914
2.005.457.083,01-01-1971,0408.050.195
2.005.459.063,01-03-1971,0637.127.177
2.005.460.152,01-03-1971,0407.264.002
2.005.460.350,01-05-1970,0407.233.516
2.005.461.538,01-06-1955,0401.993.932
2.005.461.736,01-03-1956,0405.908.772
2.005.462.033,14-03-1997,0402.003.236
2.005.462.627,01-11-1956,0401.325.424
2.005.463.221,01-02-1964,0405.015.679
2.005.463.320,12-01-1989,0436.203.060
2.005.463.716,21-09-1989,0403.718.651
2.005.464.013,01-12-1961,0404.791.094
2.005.464.112,01-02-1951,0403.679.752
2.005.464.310,01-01-1959,0403.696.875
2.005.465.003,01-01-1971,0407.973.288
2.005.465.102,01-01-1971,0403.876.623
2.005.465.892,01-01-1971,0407.829.768
2.005.466.486,01-02-1971,0650.053.319
2.005.467.377,01-01-1970,0407.096.231
2.005.467.674,01-01-1971,0599.077.740
2.005.467.872,01-02-1971,0407.820.365
2.005.468.664,01-12-1970,0407.706.143
2.005.469.060,01-02-1971,0407.819.771
2.005.469.456,01-07-1946,0402.185.358
2.005.469.555,01-04-1971,0408.086.423
2.005.469.654,01-03-1971,0407.821.553
2.005.469.951,01-07-1970,0407.223.519
2.005.470.149,10-07-1979,0407.977.446
2.005.470.842,01-01-1971,0407.903.806
2.005.471.733,01-03-1971,0584.806.565
2.005.472.030,01-12-1970,0407.819.177
2.005.472.327,01-12-1970,0407.861.343
2.005.472.426,01-02-1971,0407.568.561
2.005.473.713,27-11-1990,0408.083.750
2.005.474.109,01-12-1970,0407.902.321
2.005.474.307,23-01-1987,0407.965.469
2.005.474.406,01-09-1970,0407.267.762
2.005.474.505,01-02-1971,0408.082.661
2.005.475.691,01-02-1971,0408.056.630
2.005.476.087,02-02-1990,0407.669.818
2.005.476.582,01-02-1978,0638.099.256
2.005.477.176,08-08-1989,0729.112.574
2.005.477.671,28-04-1993,0705.147.339
2.005.477.770,16-11-1995,0705.147.339
2.005.479.453,01-01-1960,0404.679.149
2.005.480.344,01-02-1955,0404.056.765
2.005.481.037,15-06-1969,0593.622.875
2.005.481.136,01-12-1954,0403.259.682
2.005.481.334,01-10-1952,0403.097.257
2.005.482.423,01-03-1955,0405.658.156
2.005.482.522,01-08-1958,0403.247.608
2.005.482.621,01-03-1956,0402.111.322
2.005.482.720,26-03-2001,0402.111.322
2.005.483.215,09-06-1993,0405.680.130
2.005.484.106,22-01-2002,0405.232.445
2.005.484.601,01-06-1952,0405.249.469
2.005.484.797,01-06-1952,0405.249.469
2.005.484.896,01-06-1952,0405.249.469
2.005.486.282,01-03-1962,0405.490.781
2.005.486.579,01-09-1960,0405.486.031
2.005.486.777,01-06-1961,0405.503.847
2.005.487.074,01-10-1962,0405.542.152
2.005.487.173,01-03-1962,0402.744.691
2.005.487.272,01-04-1960,0405.521.366
2.005.487.569,22-12-1998,0405.495.236
2.005.487.668,01-06-1963,0405.535.224
2.005.488.064,01-12-1955,0406.277.372
2.005.488.163,01-08-1963,0400.000.977
2.005.488.262,01-07-1961,0402.763.103
2.005.488.460,01-01-1947,0401.296.423
2.005.488.559,01-02-1960,0401.343.438
2.005.489.252,01-07-1946,0403.597.697
2.005.489.549,01-04-1960,0573.252.380
2.005.490.143,01-01-1971,0670.079.463
2.005.490.242,01-01-1971,0407.939.141
2.005.492.618,01-02-1971,0408.078.307
2.005.493.509,01-03-1971,0718.021.516
2.005.494.004,01-04-1971,0529.693.937
2.005.494.202,01-05-1959,0400.501.419
2.005.494.596,11-07-2000,0407.661.108
2.005.495.091,01-05-1971,0408.196.388
2.005.496.873,01-01-1971,0408.117.107
2.005.497.071,01-03-1971,0408.161.845
2.005.497.368,03-06-1992,0520.610.381
2.005.497.764,01-04-1971,0408.063.459
2.005.498.358,01-01-1971,0408.150.264
2.005.499.744,01-04-1971,0408.125.520
2.005.501.823,01-12-1970,0407.925.877
2.005.503.110,01-04-1971,0532.892.363
2.005.503.209,01-01-1971,0408.052.868
2.005.503.308,01-03-1971,0407.925.976
2.005.503.803,01-04-1971,0588.480.984
2.005.504.001,21-08-1997,0407.974.773
2.005.504.593,01-03-1971,0425.187.721
2.005.504.791,01-10-1970,0652.039.146
2.005.504.989,01-02-1971,0408.085.136
2.005.507.068,01-05-1963,0402.995.903
2.005.507.365,01-05-1955,0402.863.170
2.005.507.464,01-10-1907,0402.541.189
2.005.508.355,01-10-1957,0402.723.214
2.005.508.751,01-03-1956,0405.966.477
2.005.509.048,01-03-1963,0405.966.972
2.005.509.543,01-04-1960,0403.433.589
2.005.509.741,01-01-1971,0407.900.836
2.005.510.731,01-03-1971,0408.196.883
2.005.511.127,01-04-1971,0675.067.936
2.005.511.226,01-04-1971,0704.087.663
2.005.512.612,01-02-1971,0408.108.494
2.005.512.909,06-05-2002,0408.117.404
2.005.513.008,01-04-1971,0408.162.439
2.005.513.503,16-03-1982,0408.194.509
2.005.515.184,01-12-1970,0407.928.550
2.005.515.382,01-02-1971,0408.066.330
2.005.515.481,01-01-1971,0407.928.352
2.005.515.976,01-04-1971,0407.611.816
2.005.517.362,08-04-1998,0749.350.833
2.005.517.560,01-03-1971,0408.117.503
2.005.519.342,01-01-1971,0407.859.561
2.005.519.540,01-03-1971,0408.160.954
2.005.519.639,01-04-1971,0654.131.277
2.005.520.134,01-10-1952,0405.670.727
2.005.520.332,01-04-1954,0400.560.015
2.005.520.431,12-05-1982,0400.560.015
2.005.520.530,01-07-1946,0402.711.336
2.005.520.629,01-02-1971,0408.081.869
2.005.521.421,01-01-1971,0407.825.117
2.005.521.520,01-04-1971,0400.747.679
2.005.521.718,01-12-1970,0407.928.154
2.005.521.916,01-04-1971,0408.111.068
2.005.522.213,01-11-1970,0407.853.722
2.005.522.411,01-01-1971,0407.861.244
2.005.522.807,01-10-1985,0670.141.722
2.005.522.906,01-02-1971,0530.600.589
2.005.523.203,01-12-1970,0407.901.727
