EstablishmentNumber,StartDate,EnterpriseNumber
2.005.523.401,20-09-2000,0547.226.290
2.005.523.597,01-12-1970,0407.685.456
2.005.525.181,22-09-2000,0405.924.214
2.005.525.379,01-06-1962,0400.041.757
2.005.525.676,01-01-1949,0401.021.457
2.005.525.973,01-01-1958,0401.339.181
2.005.526.171,01-01-1958,0405.747.733
2.005.526.369,29-01-2001,0403.601.459
2.005.526.963,01-02-1971,0406.813.941
2.005.527.062,01-02-1971,0527.544.792
2.005.527.854,01-09-1966,0402.073.908
2.005.528.250,01-09-1970,0403.047.767
2.005.528.745,01-07-1946,0401.635.131
2.005.529.141,01-11-1954,0401.174.776
2.005.530.626,01-06-1953,0402.634.825
2.005.530.725,01-04-1960,0402.740.436
2.005.530.923,01-01-1962,0400.299.402
2.005.531.517,01-11-1947,0400.186.168
2.005.531.715,01-06-1952,0401.063.029
2.005.531.814,01-01-1950,0401.015.816
2.005.532.012,01-11-1947,0400.218.139
2.005.532.210,01-06-1953,0400.035.918
2.005.532.408,01-11-1945,0401.063.920
2.005.532.705,06-06-1991,0401.084.607
2.005.532.804,01-03-1951,0406.369.127
2.005.533.002,14-04-1994,0405.707.844
2.005.533.495,01-12-1941,0401.070.155
2.005.533.792,01-05-1963,0404.092.694
2.005.534.188,01-06-1957,0403.848.513
2.005.534.386,01-06-1955,0404.811.583
2.005.534.980,01-02-1943,0405.605.993
2.005.535.079,01-01-1951,0400.046.707
2.005.535.574,01-12-1947,0401.020.368
2.005.535.772,01-11-1940,0403.340.747
2.005.535.970,01-11-1945,0401.005.027
2.005.536.366,01-02-1963,0400.765.495
2.005.536.960,01-07-1962,0405.154.746
2.005.537.257,01-12-1963,0405.467.918
2.005.537.653,01-01-1964,0405.513.151
2.005.538.049,01-01-1961,0405.216.015
2.005.542.009,01-10-1970,0407.965.667
2.005.542.108,01-04-1971,0656.411.371
2.005.543.096,01-05-1971,0408.063.954
2.005.543.393,01-01-1971,0407.979.624
2.005.543.591,01-09-1961,0403.253.249
2.005.544.482,21-01-1971,0407.905.685
2.005.544.581,01-03-1971,0408.217.966
2.005.544.680,01-07-1971,0408.194.410
2.005.545.076,03-03-2000,0402.112.906
2.005.545.373,01-05-1971,0408.054.848
2.005.545.472,01-04-1971,0532.835.549
2.005.545.571,01-04-1971,0532.721.921
2.005.545.769,20-12-2001,0408.081.176
2.005.547.254,01-04-1971,0407.104.347
2.005.547.749,01-01-1971,0407.909.645
2.005.547.947,01-02-1971,0408.079.691
2.005.548.343,01-01-1971,0408.051.680
2.005.548.838,01-05-1954,0403.493.868
2.005.549.432,01-02-1954,0403.036.879
2.005.549.531,01-07-1951,0400.481.821
2.005.550.422,01-03-1953,0402.891.973
2.005.550.620,01-11-1952,0440.078.112
2.005.551.016,01-01-1958,0405.645.585
2.005.551.412,01-02-1955,0402.712.425
2.005.551.511,01-07-1954,0401.870.505
2.005.551.709,01-10-1946,0401.904.652
2.005.552.105,01-08-1952,0405.146.828
2.005.552.501,01-04-1971,0405.216.510
2.005.552.895,01-01-1957,0405.288.665
2.005.552.994,01-01-1900,0401.874.661
2.005.553.192,01-09-1947,0400.966.920
2.005.553.291,01-09-1970,0403.587.306
2.005.553.390,01-03-1963,0403.587.306
2.005.553.489,01-07-1944,0405.183.252
2.005.554.578,01-01-1949,0405.404.372
2.005.554.974,01-05-1963,0405.558.483
2.005.555.271,01-01-1952,0403.666.983
2.005.555.469,01-04-1947,0404.044.887
2.005.555.766,01-01-1958,0400.668.495
2.005.555.964,01-08-1955,0400.687.105
2.005.556.063,01-08-1955,0400.687.105
2.005.556.558,01-06-1953,0401.302.361
2.005.557.152,01-02-1956,0400.677.207
2.005.558.241,01-02-1954,0403.040.839
2.005.558.835,01-02-1971,0408.079.592
2.005.559.231,01-04-1971,0752.281.322
2.005.561.013,01-04-1971,0625.932.288
2.005.561.112,01-12-1970,0401.647.405
2.005.562.201,01-03-1971,0408.106.417
2.005.562.496,01-05-1971,0638.113.906
2.005.563.387,01-04-1971,0408.080.879
2.005.563.783,01-01-1971,0407.901.331
2.005.564.575,01-03-1971,0407.939.933
2.005.566.060,01-04-1971,0408.059.697
2.005.567.050,01-04-1971,0512.830.585
2.005.567.248,01-04-1971,0407.942.903
2.005.567.644,01-04-1971,0594.721.549
2.005.568.040,01-09-1948,0405.601.243
2.005.568.238,01-05-1949,0400.093.524
2.005.568.337,31-08-1998,0400.093.524
2.005.568.436,01-09-1952,0400.104.610
2.005.568.832,01-04-1958,0401.071.442
2.005.568.931,01-01-1947,0405.605.104
2.005.569.525,01-10-1949,0400.080.755
2.005.569.624,01-01-1957,0405.596.293
2.005.569.822,01-04-1946,0400.048.784
2.005.570.317,14-07-1992,0447.733.093
2.005.570.416,01-08-1952,0401.068.769
2.005.570.614,01-05-1955,0405.871.556
2.005.570.812,01-01-1958,0400.093.623
2.005.572.592,01-12-1959,0404.271.848
2.005.573.087,01-10-1953,0400.186.465
2.005.573.483,01-11-1953,0400.139.549
2.005.573.780,01-05-1948,0401.874.760
2.005.575.364,01-01-1971,0407.860.749
2.005.575.859,01-01-1971,0406.770.686
2.005.576.057,01-03-1971,0408.053.660
2.005.576.156,20-08-1976,0408.053.660
2.005.577.344,01-04-1971,0587.356.774
2.005.577.740,01-04-1971,0711.150.649
2.005.578.532,01-05-1971,0408.220.837
2.005.578.928,01-04-1971,0513.891.647
2.005.579.621,01-04-1971,0587.532.166
2.005.580.017,01-04-1971,0408.128.488
2.005.580.413,01-12-1963,0400.355.424
2.005.581.403,01-01-1971,0407.816.011
2.005.581.502,01-01-1971,0407.925.184
2.005.581.896,01-04-1971,0652.075.669
2.005.582.094,01-01-1971,0408.189.262
2.005.582.193,01-10-1970,0407.550.844
2.005.582.985,01-05-1971,0568.152.061
2.005.583.084,01-04-1972,0568.152.061
2.005.583.876,01-04-1971,0408.160.855
2.005.584.173,01-03-1971,0408.229.844
2.005.584.668,17-04-1985,0401.167.353
2.005.584.767,01-12-1957,0405.773.170
2.005.584.866,01-02-1949,0403.150.410
2.005.586.153,01-11-1948,0405.603.619
2.005.586.450,01-06-1953,0401.007.007
2.005.587.044,01-10-1947,0401.002.750
2.005.587.341,01-01-1959,0400.626.430
2.005.587.638,01-11-1956,0402.906.128
2.005.587.935,01-05-1956,0400.677.702
2.005.588.826,01-08-1951,0400.080.260
2.005.589.123,01-10-1953,0400.226.552
2.005.589.915,01-07-1958,0401.718.966
2.005.590.014,01-07-1958,0401.787.361
2.005.590.212,01-08-1956,0401.617.216
2.005.590.311,01-01-1958,0401.606.130
2.005.590.509,01-01-1956,0401.605.140
2.005.592.091,01-02-1946,0405.602.728
2.005.592.388,01-01-1961,0405.595.996
2.005.592.487,01-01-1929,0400.301.776
2.005.593.972,01-12-1961,0402.343.231
2.005.594.269,01-04-1937,0403.979.264
2.005.594.467,01-12-1963,0404.420.813
2.005.594.863,01-06-1964,0405.756.839
2.005.595.358,01-03-1961,0401.869.713
2.005.595.556,01-03-1956,0400.452.919
2.005.595.952,01-01-1963,0406.036.357
2.005.597.536,03-07-1936,0403.488.227
2.005.598.130,01-03-1962,0402.138.145
2.005.598.427,01-11-1953,0405.671.420
2.005.598.526,19-10-1988,0434.768.450
2.005.598.625,01-02-1952,0402.948.490
2.005.598.724,01-01-1959,0405.631.828
2.005.599.912,01-03-1971,0408.118.293
2.005.600.308,01-03-1952,0403.796.350
2.005.600.902,01-05-1971,0531.694.513
2.005.601.001,01-05-1971,0408.230.438
2.005.601.395,01-03-1963,0401.430.738
2.005.601.494,01-05-1970,0403.458.632
2.005.601.593,01-05-1971,0520.650.864
2.005.601.791,01-04-1971,0408.207.573
2.005.602.286,01-05-1971,0408.231.527
2.005.602.484,01-12-1970,0407.821.355
2.005.602.880,01-05-1971,0573.217.045
2.005.602.979,01-01-1971,0407.830.164
2.005.603.078,01-09-1938,0400.462.520
2.005.603.177,01-10-1960,0400.462.520
2.005.605.454,01-03-1971,0408.062.766
2.005.605.553,01-03-1971,0407.926.867
2.005.606.840,01-04-1971,0623.585.383
2.005.606.939,01-04-1981,0623.585.383
2.005.609.018,01-04-1971,0408.236.475
2.005.609.414,01-03-1971,0408.211.236
2.005.609.810,01-04-1971,0408.232.913
2.005.610.107,01-02-1971,0408.064.944
2.005.611.689,01-05-1971,0691.147.863
2.005.612.976,11-04-1971,0407.134.734
2.005.613.174,11-04-1971,0407.135.031
2.005.613.273,01-01-1900,0407.135.031
2.005.615.154,01-02-1971,0407.062.676
2.005.615.847,01-09-1971,0530.634.540
2.005.616.936,01-09-1958,0400.655.431
2.005.617.035,03-03-2000,0400.655.431
2.005.617.233,01-01-1957,0400.686.313
2.005.617.530,01-05-1955,0400.657.609
2.005.618.025,01-07-1961,0567.046.360
2.005.618.124,16-12-1998,0567.046.360
2.005.618.520,01-12-1952,0402.534.459
2.005.618.718,01-01-1952,0402.226.930
2.005.618.817,01-01-1964,0405.756.938
2.005.618.916,01-08-1959,0402.985.510
2.005.619.213,05-10-1992,0403.036.681
2.005.619.807,01-04-1971,0553.137.253
2.005.621.092,01-05-1971,0408.257.558
2.005.621.785,01-04-1971,0408.264.486
2.005.624.359,01-02-1971,0407.815.318
2.005.625.250,01-05-1971,0788.529.232
2.005.625.844,01-09-1971,0407.941.814
2.005.626.735,22-06-2001,0408.257.360
2.005.627.230,01-05-1956,0405.656.077
2.005.627.527,01-01-1961,0401.960.971
2.005.628.418,01-08-1951,0403.047.965
2.005.628.517,26-04-1976,0403.383.210
2.005.628.715,15-03-1977,0403.044.007
2.005.628.913,01-07-1954,0402.531.885
2.005.629.012,01-04-1950,0402.511.101
2.005.629.111,01-04-1950,0402.511.101
2.005.629.705,01-06-1954,0400.808.651
2.005.630.002,01-01-1957,0403.627.193
2.005.630.101,01-01-1921,0400.866.653
2.005.630.594,01-10-1958,0404.000.743
2.005.631.386,01-12-1963,0400.942.867
2.005.631.485,01-04-1955,0401.281.278
2.005.632.079,01-01-1938,0400.953.062
2.005.632.673,01-05-1971,0648.110.151
2.005.633.069,01-05-1971,0408.245.284
2.005.634.356,03-05-1971,0527.361.680
2.005.634.851,01-01-1971,0407.818.781
2.005.635.247,01-05-1971,0408.247.561
2.005.636.336,01-05-1970,0407.096.132
2.005.637.623,01-04-1971,0625.616.445
2.005.640.195,01-04-1971,0408.125.124
2.005.640.393,01-05-1971,0595.921.874
2.005.641.482,01-04-1978,0400.427.282
2.005.642.868,01-04-1971,0408.161.350
2.005.642.967,01-04-1971,0407.255.290
2.005.644.056,01-05-1971,0408.192.529
2.005.644.254,01-05-1971,0408.235.980
2.005.644.353,01-04-1971,0408.124.827
2.005.645.046,01-05-1971,0584.977.405
2.005.645.145,01-07-1957,0401.073.422
2.005.645.244,01-02-1957,0405.597.382
2.005.646.036,01-11-1956,0400.134.797
2.005.646.135,01-01-1952,0400.159.939
2.005.646.234,01-07-1941,0401.004.334
2.005.646.531,01-02-1955,0400.102.531
2.005.646.729,01-06-1949,0401.038.481
2.005.647.125,01-09-1980,0739.315.786
2.005.649.006,01-10-1948,0405.103.870
2.005.649.204,01-12-1955,0405.262.931
2.005.649.303,01-01-1954,0405.815.237
2.005.649.402,01-05-1946,0403.590.076
2.005.649.501,15-07-1991,0403.593.442
2.005.651.182,01-09-1952,0400.306.726
2.005.651.479,01-11-1955,0400.617.324
2.005.651.578,01-10-1959,0402.722.620
2.005.651.974,01-10-1957,0402.603.151
2.005.652.271,01-08-1962,0402.119.537
2.005.653.063,01-12-1956,0401.862.981
2.005.653.261,26-06-1991,0403.174.461
2.005.653.360,01-12-1956,0403.221.674
2.005.653.459,01-12-1912,0402.571.576
2.005.653.558,31-12-1986,0401.394.908
2.005.654.251,01-04-1957,0401.680.562
2.005.654.350,01-07-1959,0407.882.921
2.005.654.548,01-07-1959,0401.534.072
2.005.654.647,01-09-1959,0401.665.419
2.005.654.944,01-01-1959,0405.627.076
2.005.655.043,01-12-1959,0401.677.196
2.005.655.439,27-02-1960,0401.778.255
2.005.657.518,01-03-1964,0402.962.942
2.005.657.716,01-05-1971,0643.032.992
2.005.657.815,01-05-1971,0643.032.992
2.005.658.112,01-03-1971,0407.859.957
2.005.660.189,01-05-1971,0407.191.845
2.005.662.466,01-05-1971,0408.269.535
2.005.662.664,01-05-1971,0703.251.384
2.005.662.862,01-12-1970,0407.719.308
2.005.662.961,01-11-1970,0407.567.274
2.005.664.545,30-11-1993,0601.015.265
2.005.664.644,01-11-1970,0601.015.265
2.005.665.040,01-06-1953,0402.567.519
2.005.669.592,01-01-1971,0407.924.986
2.005.669.790,01-03-1971,0408.242.712
2.005.670.582,01-05-1971,0408.215.689
2.005.670.780,01-05-1971,0735.155.575
2.005.671.077,01-05-1971,0408.126.510
2.005.671.869,01-10-1970,0520.206.941
2.005.672.859,01-05-1971,0583.251.201
2.005.673.156,01-06-1971,0408.216.976
2.005.673.849,01-01-1971,0407.857.185
2.005.674.641,01-05-1971,0705.167.630
2.005.675.136,01-01-1959,0404.138.127
2.005.675.532,01-11-1951,0404.209.193
2.005.676.522,01-09-1947,0405.993.104
2.005.676.621,01-04-1956,0404.453.574
2.005.677.314,01-01-1971,0408.224.993
2.005.678.007,01-01-1972,0407.901.529
2.005.678.205,01-05-1971,0408.261.221
2.005.678.502,01-12-1976,0526.266.471
2.005.678.601,01-05-1971,0408.150.363
2.005.679.292,01-05-1971,0408.243.405
2.005.679.391,01-05-1971,0530.628.996
2.005.680.183,01-04-1971,0525.258.364
2.005.680.777,09-03-1971,0408.152.145
2.005.682.460,01-07-1939,0402.619.482
2.005.684.737,01-03-1956,0401.889.806
2.005.685.232,01-01-1971,0407.930.233
2.005.685.529,01-03-1971,0408.160.756
2.005.687.014,21-04-1998,0408.231.824
2.005.687.212,01-04-1971,0408.248.749
2.005.687.707,01-07-1970,0407.177.690
2.005.690.477,01-06-1959,0405.891.451
2.005.690.675,01-04-1948,0402.121.121
2.005.690.774,01-08-1956,0405.679.239
2.005.690.972,01-08-1956,0401.833.584
2.005.691.269,19-03-1997,0402.651.453
2.005.691.368,01-10-1956,0405.700.718
2.005.691.467,01-03-1959,0405.751.988
2.005.691.566,01-03-1962,0400.594.162
2.005.691.764,01-03-1954,0403.270.570
2.005.692.061,01-04-1955,0400.089.465
2.005.692.556,01-03-1959,0401.048.973
2.005.692.754,01-06-1958,0400.034.730
2.005.692.853,01-02-1958,0400.161.226
2.005.692.952,01-08-1956,0400.148.358
2.005.693.150,01-11-1956,0400.162.909
2.005.693.348,01-11-1955,0401.046.696
2.005.693.447,01-06-1979,0401.046.696
2.005.693.546,16-01-1982,0401.046.696
2.005.693.843,01-05-1959,0400.079.171
2.005.694.338,10-05-2002,0401.090.446
2.005.694.734,01-04-1952,0401.005.324
2.005.694.833,01-01-1960,0400.114.706
2.005.694.932,01-06-1960,0401.049.864
2.005.695.427,01-03-1957,0401.016.608
2.005.695.625,01-07-1954,0405.608.369
2.005.696.120,01-01-1958,0401.823.191
2.005.697.506,01-05-1955,0403.829.014
2.005.697.605,01-01-1964,0405.454.852
2.005.697.803,01-01-1900,0405.584.219
2.005.698.197,01-05-1946,0405.518.891
2.005.699.088,01-03-1964,0401.333.045
2.005.699.484,01-09-1960,0405.175.928
2.005.700.276,01-05-1919,0407.914.494
2.005.700.375,01-01-1956,0401.320.177
2.005.701.662,01-05-1971,0408.207.672
2.005.702.256,01-10-1966,0404.150.597
2.005.702.355,01-05-1971,0408.266.763
2.005.703.345,01-05-1969,0401.353.039
2.005.703.444,01-06-1971,0408.216.283
2.005.704.038,05-03-1964,0514.330.127
2.005.704.731,01-05-1971,0614.802.133
2.005.704.929,01-01-1960,0401.748.561
2.005.705.424,01-03-1956,0402.570.289
2.005.706.513,01-02-1955,0402.190.110
2.005.706.810,01-06-1956,0403.135.067
2.005.707.897,01-09-1958,0401.904.355
2.005.707.996,01-01-1959,0402.187.437
2.005.708.293,01-05-1961,0401.688.282
2.005.708.590,01-01-1954,0401.621.075
2.005.708.788,01-04-1953,0401.534.666
2.005.708.887,01-01-1959,0401.593.064
2.005.709.778,01-11-1961,0401.782.908
2.005.710.075,01-10-1961,0401.706.791
2.005.710.372,01-01-1900,0402.999.564
2.005.710.471,01-11-1906,0402.999.564
2.005.711.461,01-06-1971,0408.122.055
2.005.711.560,01-02-1971,0408.122.055
2.005.711.857,01-04-1971,0745.153.406
2.005.712.451,12-12-1983,0647.087.097
2.005.712.649,01-03-1971,0407.566.878
2.005.713.441,01-01-1971,0408.059.105
2.005.713.837,01-01-1971,0407.860.056
2.005.714.035,01-06-1971,0645.048.119
2.005.715.025,01-04-1971,0402.553.562
2.005.715.223,01-05-1971,0408.268.050
2.005.716.411,01-02-1931,0405.087.539
2.005.718.587,01-05-1964,0405.790.986
2.005.718.686,01-04-1941,0404.139.216
2.005.718.785,31-12-1982,0423.582.271
2.005.719.181,01-11-1963,0403.837.724
2.005.719.280,01-02-1964,0403.838.813
2.005.719.676,01-12-1947,0404.152.874
2.005.719.973,01-10-1950,0402.754.787
2.005.721.260,01-06-1971,0605.862.196
2.005.721.359,01-06-1971,0605.862.196
2.005.721.458,01-04-1986,0605.862.196
2.005.722.250,01-06-1971,0408.287.450
2.005.722.547,01-03-1971,0408.311.404
2.005.723.042,01-03-1971,0408.311.404
2.005.723.339,15-02-2000,0408.311.404
2.005.723.438,15-02-2000,0408.311.404
2.005.723.834,16-05-2000,0408.311.404
2.005.723.933,17-02-1997,0408.311.404
2.005.724.428,31-07-1989,0408.311.404
2.005.724.527,31-07-1989,0408.311.404
2.005.724.626,16-05-2000,0408.311.404
2.005.725.319,01-04-1971,0408.283.490
2.005.725.814,01-06-1971,0600.313.204
2.005.725.913,01-01-1971,0408.238.455
2.005.726.507,01-01-1971,0407.908.556
2.005.729.772,01-06-1971,0551.307.022
2.005.730.465,01-01-1971,0407.930.332
2.005.730.663,01-06-1971,0706.620.056
2.005.731.950,01-06-1971,0532.898.402
2.005.734.029,01-06-1971,0529.699.479
2.005.734.524,01-01-1971,0407.909.843
2.005.735.910,21-10-1994,0407.212.532
2.005.737.393,01-01-1970,0406.940.338
2.005.739.769,17-07-1956,0403.367.174
2.005.740.066,01-03-1957,0401.390.849
2.005.740.561,01-02-1952,0401.896.140
2.005.740.957,01-12-1956,0401.057.881
2.005.741.749,01-04-1958,0401.092.723
2.005.742.541,01-05-1957,0401.044.520
2.005.742.937,01-03-1964,0401.077.776
2.005.744.521,01-03-1957,0400.166.768
2.005.745.214,01-01-1960,0401.023.140
2.005.745.313,01-03-1964,0400.094.514
2.005.745.511,01-10-1959,0405.871.853
2.005.745.610,01-03-1950,0401.960.080
2.005.745.808,01-11-1959,0403.181.191
2.005.746.204,01-05-1957,0401.841.009
2.005.746.402,02-03-1993,0402.713.316
2.005.747.588,01-12-1953,0405.758.423
2.005.748.875,01-01-1949,0400.108.667
2.005.749.469,03-08-1995,0400.039.381
2.005.749.766,01-01-1962,0405.702.795
2.005.753.132,07-12-1989,0408.282.896
2.005.753.231,01-06-1971,0622.413.861
2.005.753.429,25-04-2002,0622.413.861
2.005.754.122,05-01-1990,0545.373.887
2.005.757.090,01-12-1970,0418.523.524
2.005.757.288,01-06-1971,0408.261.716
2.005.757.981,01-06-1970,0407.165.418
2.005.758.476,01-01-1971,0407.048.226
2.005.758.872,01-06-1971,0407.900.935
2.005.760.159,01-08-1962,0403.089.042
2.005.760.357,01-12-1959,0402.657.589
2.005.760.456,01-04-1956,0403.082.213
2.005.761.545,23-04-1990,0402.828.726
2.005.762.139,01-04-1964,0403.467.639
2.005.762.238,01-11-1956,0402.728.558
2.005.762.436,04-10-1946,0402.136.660
2.005.763.525,01-06-1971,0408.079.790
2.005.763.624,01-05-1971,0408.249.541
2.005.763.723,01-05-1971,0408.249.541
2.005.764.119,24-02-1982,0716.124.967
2.005.764.218,01-06-1971,0654.139.591
2.005.764.317,01-03-1986,0654.139.591
2.005.764.614,07-04-1972,0408.222.322
2.005.765.109,01-12-1940,0400.288.712
2.005.765.307,01-12-1963,0400.128.661
2.005.765.406,01-01-1958,0405.033.990
2.005.765.802,01-02-1949,0400.291.878
2.005.766.097,01-05-1942,0400.148.853
2.005.766.790,01-01-1959,0405.163.654
2.005.767.285,01-03-1971,0408.214.107
2.005.767.384,01-07-1970,0407.195.607
2.005.768.473,21-01-1994,0404.053.005
2.005.768.968,01-07-1963,0405.473.559
2.005.769.265,01-01-1947,0401.463.402
2.005.770.156,01-05-1956,0403.217.617
2.005.770.255,01-11-1958,0403.049.945
2.005.772.631,01-12-1961,0401.535.953
2.005.773.324,01-01-1962,0401.718.174
2.005.773.720,01-01-1900,0403.460.216
2.005.774.512,04-12-1998,0403.460.216
2.005.774.710,09-12-1998,0403.460.216
2.005.776.787,01-04-1963,0401.737.574
2.005.777.282,01-03-1962,0401.592.767
2.005.777.381,01-03-1964,0401.665.122
2.005.777.777,01-10-1959,0401.159.831
2.005.778.272,01-01-1961,0401.188.337
2.005.778.470,01-06-1958,0401.674.129
2.005.778.767,01-12-1957,0402.927.508
2.005.778.866,09-04-1971,0400.902.978
2.005.779.163,01-04-1960,0404.145.748
2.005.780.351,01-07-1959,0404.221.566
2.005.780.747,01-01-1954,0401.358.482
2.005.781.143,01-01-1960,0401.340.567
2.005.782.034,01-12-1956,0403.822.975
2.005.782.331,01-11-1960,0404.216.024
2.005.782.430,01-02-1964,0404.191.377
2.005.782.529,01-01-1948,0403.701.726
2.005.785.202,01-07-1971,0650.482.097
2.005.785.301,01-06-1971,0650.482.097
2.005.785.497,16-02-1999,0650.482.097
2.005.786.487,02-03-1990,0408.225.983
2.005.787.477,21-03-1991,0628.316.213
2.005.787.774,01-04-1971,0408.334.465
2.005.788.467,01-11-1970,0406.973.693
2.005.789.754,01-05-1971,0408.248.452
2.005.790.645,01-04-1971,0408.306.751
2.005.791.041,01-07-1971,0718.038.144
2.005.791.338,01-01-1982,0718.033.590
2.005.791.536,01-06-1971,0596.557.720
2.005.792.229,01-06-1971,0408.281.413
2.005.792.427,01-02-1971,0408.084.839
2.005.792.922,01-04-1976,0408.270.327
2.005.793.912,07-05-2001,0408.267.654
2.005.794.308,01-06-1971,0656.077.019
2.005.795.494,01-08-1971,0628.059.162
2.005.795.890,01-06-1971,0408.110.276
2.005.796.385,01-07-1971,0586.553.852
2.005.796.682,06-03-1967,0401.069.462
2.005.796.979,01-03-1960,0400.157.266
2.005.797.375,01-09-1957,0400.251.296
2.005.797.771,01-01-1963,0401.087.773
2.005.798.464,01-10-1963,0400.120.248
2.005.798.959,01-06-1964,0405.704.181
2.005.799.355,01-06-1963,0400.059.078
2.005.799.949,01-01-1956,0401.025.318
2.005.800.444,01-10-1959,0403.533.262
2.005.801.830,01-12-1958,0402.685.602
2.005.802.127,01-07-1959,0403.030.644
2.005.802.424,09-03-1972,0403.154.170
2.005.802.622,01-12-1956,0405.898.181
2.005.802.919,18-04-1958,0400.520.522
2.005.803.315,01-07-1963,0405.874.328
2.005.803.612,01-02-1984,0401.904.949
2.005.804.404,01-02-1961,0401.057.485
2.005.804.602,01-01-1959,0400.091.346
2.005.804.701,01-01-1961,0400.182.408
2.005.804.897,01-10-1958,0400.037.797
2.005.805.194,01-04-1960,0404.016.480
2.005.805.293,01-02-1960,0404.036.771
2.005.805.788,30-07-1981,0403.688.660
2.005.805.986,01-07-1958,0403.688.660
2.005.806.085,01-01-1957,0404.051.322
2.005.806.778,07-04-1997,0405.301.929
2.005.806.976,01-01-1961,0405.301.929
2.005.807.174,14-04-1997,0405.301.929
2.005.808.164,01-02-1926,0404.683.109
2.005.808.362,01-01-1950,0403.857.322
2.005.809.055,01-01-1958,0404.069.336
2.005.809.253,01-01-1959,0400.841.909
2.005.809.946,01-09-1958,0400.806.077
2.005.810.441,01-07-1958,0404.067.752
2.005.811.332,01-09-1957,0403.522.671
2.005.811.728,01-01-1960,0404.059.834
2.005.812.520,01-12-1933,0405.589.959
2.005.813.312,01-05-1960,0401.282.169
2.005.813.411,01-07-1963,0405.615.297
2.005.813.807,01-09-1957,0404.322.724
2.005.814.203,01-05-1927,0403.751.414
